name,city,state,chain,verdict,facility_type,confidence,reason,trophies,tss
North Country Car Wash,Gardiner,ME,,confirmed_touchless,mixed_with_touchless,0.95,"Listing & reviews confirm automatic touchless/brushless wash bay. Mixed facility includes self-serve bays & vacuums. Multiple reviews explicitly praise touchless system.","Lewiston, ME #2",78
American Wash,Four Oaks,NC,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states touchless automatic wash as primary service. Description confirms brushless automated washing. No contradicting evidence.","Lillington, NC #3",
Ashebrooke Express Wash,Morgantown,WV,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automated car wash service.' Customer reviews confirm 'automatic touchless wash' and 'touch free' operation.","Morgantown, WV #3",
Johnny's Markets,Kentwood,MI,,uncertain,unknown,0.25,"Listing claims touchless automatic; official site shows convenience store only. No equipment verification found. Conflicting evidence.","Grand Rapids, MI #3",82
Eagle Ave Laser Wash,Rock Valley,IA,,confirmed_touchless,mixed_with_touchless,0.95,"Laser wash system confirmed; review explicitly mentions touchless automatic bay plus self-serve wand bay. Name, description, and customer evidence all support touchless operation.","Le Mars, IA #2",
Solum Car Wash,New Richmond,WI,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly states 'Touch-Free Wash Tunnel'; customer confirms touchless service. Mixed facility with touchless automatic + soft scrub + self-serve bays.","New Richmond, WI #3",61
Bay Star Carwash,Houston,TX,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple 5-star reviews explicitly confirm 'touchless car wash,' 'touch-free drive through,' and 'no touch auto wash.' Automated touchless tunnel present alongside detailing services.","Houston, TX #3",84
Kwik Trip,MARSHFIELD,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless car wash' and 'Touchless Automatic.' Equipment listed as 'pdq laserwash 360 plus touchless system' confirms laser/touchless technology.","Marshfield, WI #1",
Mobil,Ontario,CA,Mobil,uncertain,unknown,0.3,"Listing claims touchless automatic, but page content shows no car wash services mentioned. Contradiction between description and evidence on file.","Inland Empire, CA #2",80
Washie Car Wash - Touchless and Self Service,Orlando,FL,,confirmed_touchless,mixed_with_touchless,0.95,"Listing explicitly states automatic touchless (gantry, high-pressure nozzles, no contact). Multiple reviews confirm automatic touchless bay operates. Mixed facility with self-serve bays.","Orlando, FL #2",92
AquaMax Carwash,Harrisburg,PA,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'Touch-Free Automatic' with gantry/high-pressure nozzles. Multiple reviews confirm automated touchless bay. Self-serve bays also present. No brush/friction mentions.","Harrisburg, PA #3",82
Shell,Carmel,CA,Shell,uncertain,unknown,0.4,"Description claims touchless/brushless automatic, but no review evidence provided to verify. Chain context unclear.","Monterey, CA #2",
Wave Car Wash II LLC,New Britain,CT,,confirmed_touchless,touchless_automatic,0.92,"Website explicitly states 'touchless guarantee' with zero-degree nozzles, no brushes/friction. Multiple reviews confirm touchless/contactless automatic wash. One review mentions foaming brush separately (optional add-on), not core wash.","Hartford, CT #3",68
Kwik Trip,MASON CITY,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless wash using water pressure & detergent, no brushes/cloth/foam curtains. PDQ Laserwash 360 Plus confirms laser/touchless equipment.","Mason City, IA #2",
Kwik Trip,Lake Geneva,MI,Kwik Trip,confirmed_touchless,touchless_automatic,0.85,"Description explicitly states 'automatic touchless car washing — no brushes, no cloth.' Amenities confirm touchless automatic wash present.","Harvard, IL #3",
Yucaipa Shell Touchless Car Wash,Yucaipa,CA,Shell,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews confirm fully automatic touchless wash using power washing, no brushes/cloth contact. Brushless system explicitly stated.","Inland Empire, CA #3",78
Gorilla Touchless Car Wash Pearland,Pearland,TX,Gorilla Car Wash,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly states '100% touchless technology with zero brush contact.' Multiple reviews confirm touch-free operation. One negative review about cleaning effectiveness does not negate touchless classification.","Houston, TX #2",80
Xtreme Clean Auto Wash,Portage,MI,,confirmed_touchless,mixed_with_touchless,0.95,"Hybrid facility with explicit touchless automatic bay confirmed. Website & reviews clearly document both SoftTouch & Touchless options available.","Kalamazoo, MI #3",74
Autobath Car Wash,Contoocook,NH,,confirmed_touchless,mixed_with_touchless,0.98,"Website confirms 2 touchless automatic bays. Multiple reviews praise brushless/touchless/no-touch technology with high-pressure water. Self-serve also present.","Concord, NH #2",87
Kwik Trip,Lake Geneva,WI,Kwik Trip,uncertain,mixed_with_touchless,0.65,"Description claims touchless-only (water+detergent, no brushes). Review mentions BOTH touchless AND soft-touch options, suggesting mixed facility. Needs clarification on whether touchless bay exists.","Harvard, IL #2",
The Wash Zone,Ladson,SC,Royal Rinse Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless automatic bay present. Mixed facility offers self-serve, touchless, soft-touch. Touchless bay clearly operational.","Charleston, SC #1",58
Robo Car Wash,Jefferson City,MO,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm brushless/touchless automatic bay. Website mentions self-serve bays separately; touchless automatic clearly present.","Columbia, MO #2",73
Auto Spa,Erie,PA,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automated car wash' and 'brushless wash'. Reviews confirm $8 touchless wash and brushless service.","Erie, PA #3",62
Frog's Car Wash,Erie,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Clear evidence of automatic touchless bay using water pressure + detergent chemistry, no brushes/cloth. Mixed facility with self-serve section also present.","Erie, PA #1",72
Splish Splash Touchless Car Wash,Chippewa Falls,WI,,uncertain,touchless_automatic,0.65,"Listing describes genuine touchless automatic (gantry, high-pressure nozzles, no contact). However, one 1★ review reports scratches and one 2★ claims 'not touchless anymore'—equipment malfunction or configuration change possible.","Eau Claire, WI #2",65
Splash Car Wash,Colorado Springs,CO,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Description confirms fully touchless automated wash. Reviews explicitly praise touchless/brushless automatic bay. Self-serve bays also present but secondary.","Colorado Springs, CO #1",86
Magic Touch Car Wash,El Paso,TX,,confirmed_touchless,touchless_automatic,0.85,"Multiple reviews explicitly confirm automatic touchless wash system. One negative review mentions hand-drying cloth (inconsistent with touchless), but majority evidence supports touchless automatic bay.","El Paso, TX #1",68
Integra Car Wash,Concord,NH,,uncertain,unknown,0.55,"Reviews mention 'touchless' and 'no-touch' options, but one review describes 'soft touch wash' causing physical damage, suggesting mixed equipment types. Unclear if touchless automatic bay confirmed.","Concord, NH #1",91
Mr. Touchless Car Wash,Waterbury,CT,,confirmed_touchless,touchless_automatic,0.95,"Explicit touchless automatic bay confirmed. Multiple reviews affirm touchless operation. No brush/cloth contact evidence. Name and description align.","Danbury, CT #2",84
Metro Express Car Wash,Meridian,ID,,uncertain,unknown,0.35,"Description claims touchless/brushless, but reviews show contradictions: some confirm brushless option available; others report scratching damage and mention needing towels/dryers, suggesting brush/cloth contact or equipment issues.","Boise, ID #1",
Spotless Carwash,Forest Park,IL,,confirmed_touchless,mixed_with_touchless,0.92,"Website lacks touchless language, but multiple customer reviews explicitly confirm touchless automatic wash. Mixed facility with self-serve option also available.","Chicago, IL #2",93
Car Wash,Superior,WI,,confirmed_touchless,touchless_automatic,0.95,"Description confirms automatic touchless bay using water pressure & detergent only, no brushes/cloth/foam curtains. Multiple reviews explicitly praise touch-free operation.","Duluth, MN #1",85
Squeaky Clean South,Austin,TX,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm automatic touchless/brushless/contactless bay. Optional pre-soak hand-brushing of rims is supplementary service, not the primary wash.","Austin, TX #1",95
Fleet Farm Car Wash,Appleton,WI,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm brushless/touchless/touch-free automatic gantry wash with high-pressure nozzles, no physical contact. Description matches touchless technology.","Appleton-Oshkosh, WI #1",85
Wave Car Care Center,Billings,MT,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'Billings' First and Best Touchless Auto Wash'. Multiple reviews confirm 'fully touchless machines', 'brushless' wash with hand-drying service. No brush/cloth contact evidence.","Billings, MT #1",93
Kwik Trip,MOORHEAD,MN,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay, PDQ Laserwash 360 PL confirmed laser/touchless equipment, no brushes/cloth contact.","Fargo, ND #1",
Westlake Laser Wash,Cleveland,OH,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states '100% touch-free' laser wash with ultrasonic/laser sensors, no brushes. Multiple reviews confirm touchless/brushless automated operation.","Cleveland, OH #3",91
Kwik Trip,OSHKOSH,WI,Kwik Trip,uncertain,mixed_with_touchless,0.65,"Description claims touchless automatic with high-pressure water/detergents. Review confirms touchless bay exists BUT also mentions soft-touch option. Mixed facility likely qualifies if touchless bay operational.","Appleton-Oshkosh, WI #3",
Super Wash,LeClaire,IA,Super Wash,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly confirms automatic touchless bay using water pressure & detergent only, no brushes/cloth/foam curtains. Mixed facility with self-serve bays also present.","Clinton, IA #1",58
Chevron Crescent City,Crescent City,CA,Chevron,confirmed_touchless,touchless_automatic,0.95,"Gantry-arm overhead high-pressure nozzles, no physical contact, Istobal touchless system confirmed.","Brookings, OR #1",
Kleen Kat Car Wash,Georgetown,DE,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automated car wash.' Review confirms 'brushless wash' performance. No brush/cloth contact evidence.","Georgetown, DE #3",
New Wave Wash,Macungie,PA,,uncertain,unknown,0,"error:Error: 400 {'type':'error','error':{'type':'invalid_request_","Allentown, PA #2",81
Hurricane Bay Carwash,Bardstown,KY,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm dedicated touchless bays; one explicitly mentions 'two touchless wash bays.' Mixed facility with brush side + touchless qualifies.","Bardstown, KY #1",68
Applegrove Car Wash,North Canton,OH,,confirmed_touchless,mixed_with_touchless,0.92,"Reviews explicitly confirm automatic touchless bay. Mixed facility with manual bays + 1 automatic touchless bay qualifies.","Canton, OH #3",87
Mr Suds Carwash,Columbia,SC,,confirmed_touchless,touchless_automatic,0.95,"Description and multiple reviews explicitly confirm brushless/touchless automatic wash. High-pressure water, no physical contact.","Columbia, SC #1",92
Chardon Auto Spa,Chardon,OH,Super Suds Auto Spa,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'touch-free automatic washes'. Multiple reviews confirm touchless/no-touch automatic service with high-pressure water. No brush/cloth contact mentioned.","Chardon, OH #2",89
Monster Wash,Anchorage,AK,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly labels 'touchless'; multiple reviews confirm touchless tunnel operation. Mixed facility with self-serve bays also present.","Anchorage, AK #1",77
Lucky Ducky Car Wash | TOUCHLESS Car Wash | Brighton,Brighton,MI,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states touchless automated system. Multiple reviews confirm touchless/no-brush operation, high-pressure equipment, no scratches. Clear automatic bay evidence.","Ann Arbor, MI #1",92
Executive Laser Wash,West Des Moines,IA,Executive Laser Wash,confirmed_touchless,touchless_automatic,0.98,"Multiple reviews explicitly confirm no-touch/touchless/laser wash automatic system. Branding and customer testimony clearly indicate touchless operation.","Des Moines, IA #2",88
E&M's Family Car Wash,Hudson,NH,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'touch free automatic wash'. Multiple reviews consistently praise touchless bay; no brush/cloth complaints.","Fitchburg, MA #1",88
West Chester Buggy Bath,West Chester,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states '1 touch-less automatic' with 'No Brushes = No Scratches!' Multiple reviews confirm touchless/laser wash; customers praise avoiding brush damage.","Coatesville, PA #1",76
Kimo's Car Wash,Reedley,CA,Kimo's Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm touchless automatic bay with laser drying technology. Self-serve bays also available. No brush/cloth contact mentioned.","Fresno, CA #1",82
Kwik Trip,DE WITT,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 PLU is a genuine touchless/laser automatic bay. Description explicitly confirms no physical contact, brushless operation.","Clinton, IA #2",
Erwin Laser Wash,Painted Post,NY,,confirmed_touchless,mixed_with_touchless,0.95,"PDQ 360+ touchless automatic bay (high-pressure water/chemicals, no brushes) confirmed in Bay #1. Mixed facility with brush bays elsewhere, but genuine touchless automatic present.","Elmira-Corning, NY #1",66
Pit Stop Car Wash,Evansville,IN,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states '24-HOUR TOUCH LESS CAR WASH' with LaserWash technology. Multiple reviews confirm no-touch automatic operation; customers explicitly contrasted it favorably against brush washes.","Evansville, IN #1",87
Aqua Shine no touch car wash,Waterbury,CT,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm automatic touchless/no-touch wash with no brushes. Description states 'automatic touchless car washing — no brushes, no cloth.' Strong corroborating evidence.","Danbury, CT #1; Hartford, CT #1",92
Cascade Car Wash,Springboro,OH,Cascade Car Wash,confirmed_touchless,touchless_automatic,0.98,"Description explicitly states automatic touchless bay with no physical contact. Multiple reviews confirm touch-less/touchless operation. No brush/cloth evidence present.","Dayton, OH #2",92
Magic Mist Auto Wash,Grand Island,NY,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states fully automatic touchless bays. Multiple reviews confirm touchless automatic bays present. Mixed facility with self-serve also available.","Buffalo, NY #3",86
Upstate LaserWash,Clifton Park,NY,,uncertain,touchless_automatic,0.65,"Description clearly describes touchless/laser/high-pressure automatic. However, one 1★ review claims tunnel damage, contradicting touchless claim. Need clarification on damage cause.","Albany, NY #2; Saratoga Springs, NY #2",87
Splash n' Dash Car Wash,Bend,OR,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly lists touchless automatic. Multiple 5★ reviews confirm touch-free/touchless automatic wash working well. No brush/cloth contact mentioned.","Bend, OR #1",90
Rain Tunnel Car Wash,Chambersburg,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states '24-HOUR TOUCHLESS AUTOMATIC'. Multiple reviews confirm touchless bay usage. Mixed facility with cloth automatic + hand wash + touchless automatic.","Chambersburg, PA #1",73
Touch-free Car Wash,Westland,MI,,uncertain,touchless_automatic,0.75,"Description & most reviews confirm touchless automatic gantry. One 1★ review contradicts; insufficient detail to verify claim.","Ann Arbor, MI #3",64
Outback Auto Wash,Ashtabula,OH,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states touchless experience; customers confirm brushless/touch-free wash; laser equipment mentioned; automatic bay confirmed.","Chardon, OH #1",81
Tyler Car Wash,St. Charles,IL,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'Advanced touchless systems' and 'D&S touchless systems.' Multiple 5-star reviews confirm touchless automatic wash; no brush/cloth complaints present.","Elgin, IL #2",81
Cat's Car Wash,Norcross,GA,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm brushless/touch-free/laser automatic wash bays. Touchless equipment clearly operational as of Feb 2024.","Atlanta, GA #2",87
Kwik Trip,MARION,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states automatic touchless wash with high-pressure water jets, no brushes/cloth. Equipment listed as PDQ laserWash (known touchless brand).","Cedar Rapids, IA #3",
Don's Car Wash,Billings,MT,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states four 24-hour touchless in-bay automatic washes. Multiple reviews confirm brushless/touchless system; customers explicitly praise lack of brushes.","Billings, MT #2",78
Hudson Car Wash LLC,Hudson,NH,,uncertain,unknown,0.35,"Website non-functional; reviews conflict. Some mention touchless bay working; others report it ineffective/broken. Manual/self-serve also present.","Fitchburg, MA #3",75
Mr Suds Carwash,Cayce,SC,,confirmed_touchless,mixed_with_touchless,0.85,"Multiple 5★ reviews explicitly confirm touchless automatic bays. Reviews mention self-serve wand bays too. Listing description confirms high-pressure water jets, no brushes/cloth.","Columbia, SC #2",68
Freedom Wash,Motley,MN,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'Touch Free Wash' service. Customer review confirms touchless option. Automatic touchless bay present.","Brainerd, MN #2",
Touch Free Car Wash,Hillside,IL,,confirmed_touchless,touchless_automatic,0.98,"Listing explicitly describes high-pressure water jets with no physical contact. Multiple reviews confirm touchless automatic wash; no brush/cloth contact mentions.","Chicago, IL #3",91
Sheetz,Altoona,PA,Sheetz,confirmed_touchless,touchless_automatic,0.85,"Description explicitly states automatic touchless bay with high-pressure water jets, no physical contact. No reviews to contradict.","Altoona, PA #2",
Enviro Auto Wash,Endwell,NY,,confirmed_touchless,mixed_with_touchless,0.99,"Website explicitly states two touch-free automatic bays. Multiple reviews confirm touchless/brushless automatic wash protects from scratches.","Binghamton, NY #2",88
Soapyshell Carwash - Dundalk,Baltimore,MD,,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly states 'Touchless automatic car washes' offered. Reviews confirm touchless/no-touch/brushless/laser automatic bays present alongside self-serve options.","Baltimore, MD #3",79
Sheetz,Asheboro,NC,Sheetz,confirmed_touchless,mixed_with_touchless,0.85,"Description confirms automatic touchless bay using high-pressure water jets, no physical contact. Customer review explicitly mentions 'touch free car wash.' Self-serve bays also present.","Asheboro, NC #2",
Ridgeville Laserwash,North Ridgeville,OH,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 'Touch-Free Laser Wash' with 'No brushes.' Multiple reviews confirm laser/no-touch/touchless operation and paint safety.","Cleveland, OH #2",95
The Wash Lab LLC,Bentonville,AR,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic bay. Customer explicitly states 'only car wash without spinning brushes.' Mixed facility includes self-serve bays and pet wash.","Fayetteville-Bentonville, AR #1",80
Ollie Wash Newburgh,Newburgh,IN,,confirmed_touchless,mixed_with_touchless,0.99,"Website confirms in-bay automatic touch-free wash. Multiple 5★ reviews explicitly praise touchless/touch-free wash performance. Buff & Dry technology adds credibility.","Evansville, IN #2",86
Cascade Car Wash Touchless Automatic - Englewood,Englewood,OH,Cascade Car Wash,confirmed_touchless,touchless_automatic,0.95,"Explicit description: water pressure + detergent, no brushes/cloth/foam curtains. Multiple 5★ reviews confirm touchless. One negative review criticizes dryer power, not wash method.","Dayton, OH #1",94
Splash 24,Canandaigua,NY,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Website omits touchless claims, but 4 recent reviews explicitly confirm 'touch free/no touch/touch less' automatic bay. Description mentions touchless automatic bay. Mixed facility (hand wash also offered).","Finger Lakes, NY #2",68
Performance Plus Quick Oil Change & Car Wash,Coloma,MI,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly confirms automatic touchless gantry bay with high-pressure nozzles, no physical contact. Multiple reviews validate touchless/touch-free/brushless operation.","Decatur, MI #1",59
Ellwood Auto Wash,Ellwood City,PA,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water & detergent only, no brushes/cloth/foam. Multiple reviews confirm touchless/touch-free/brushless operation. One damage claim unrelated to brush contact.","Butler, PA #2",86
Gorilla Touchless Car Wash Pflugerville,Pflugerville,TX,Gorilla Car Wash,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless with high-pressure water jets, no brushes/cloth. Multiple reviews confirm contactless/touchless operation. Negative reviews cite water pressure issues, not brush contact.","Austin, TX #2",92
Seaway Carwash and Detail Center,South Burlington,VT,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm touchless/touch-free automatic bays. Facility also offers DIY bays and tunnel wash, but touchless automatic clearly present.","Burlington, VT #3",64
Kwik Trip Car Wash,Eau Claire,WI,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.95,"Two automatic bays confirmed: older touch-free only bay + newer machine with touch-free option. Touch-free/touchless mode explicitly available.","Eau Claire, WI #1",85
Rain Tunnel Wash,Chambersburg,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states '24-HOUR TOUCHLESS AUTOMATIC' offering. Multiple reviews confirm brushless/touchless automatic bay. Mixed facility also has self-serve and hand wash options.","Chambersburg, PA #2",66
Royal Express Car Wash,Evansville,IN,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touchless Automatic' available. Multiple reviews confirm touchless bay exists and functions. Mixed facility with tunnel + touchless automatics + self-serve.","Evansville, IN #3",80
Executive Laser Wash,West Des Moines,IA,Executive Laser Wash,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 6 bays touchless automatic. Multiple reviews confirm touchless/brushless laser wash. No brush contact evidence.","Des Moines, IA #1",87
Autowash @ Thompson Valley Car Wash,Loveland,CO,Autowash,confirmed_touchless,touchless_automatic,0.98,"Website explicitly confirms 3 touchless automatic bays. Multiple reviews praise 'touchless' and 'brushless' wash. No brush/cloth contact evidence.","Fort Collins, CO #1; Greeley, CO #1",82
Al's Super Wash | TOUCHLESS Car Wash | Dort Hwy,Grand Blanc,MI,Super Wash,confirmed_touchless,mixed_with_touchless,0.98,"Explicit touchless automatic drive-through bays with no brushes; high-pressure water/chemical; self-serve bays also present. Reviews confirm touch-free, scratch-free experience.","Fenton, MI #1",88
Magic Car and Pet Wash -Kingdom City,Kingdom City,MO,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm brushless/no-touch automatic wash. Description states 'touchless automated car wash' and 'brushless cleaning option'.","Columbia, MO #3",68
Greenhill Car Wash,Georgetown,DE,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm touchless/brushless automatic bay present. Mixed facility also offers brush-based tunnels and self-serve.","Georgetown, DE #2",54
Spot Free Rapid Wash,Columbus,OH,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/automatic operation. No brushes, tracks, or cloth contact mentioned. 24/7 automatic bay confirmed.","Columbus, OH #2",89
Big Wave Car Wash,Colorado Springs,CO,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'touch-free' and 'touchless'; multiple reviews confirm automatic touchless wash; no brushes mentioned.","Colorado Springs, CO #2",80
The Local Car Wash,Asheville,NC,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'modern touchless car wash system' eliminating brushes. Multiple reviews confirm laser wash, touchless drive-through, no-brushes approach. All evidence consistent.","Asheville, NC #1",90
Auto Wash Car Wash,Canandaigua,NY,,uncertain,unknown,0.35,"Website describes friction/soft-touch (hand prep, power clean). Reviews mention 'touch free' and 'laser wash' but conflict with site description. Evidence contradictory.","Finger Lakes, NY #1; Rochester, NY #1",87
GO! Wash Car Wash Easton,Easton,MD,,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states automated spray systems without brushes or physical contact. Multiple reviews confirm touchless operation (though criticizing effectiveness/maintenance).","Easton, MD #1",
Shiny Car Car Wash,Appleton,WI,,confirmed_touchless,mixed_with_touchless,0.92,"Listing explicitly states 'automatic touchless car washing — no brushes, no cloth.' Multiple reviews reference 'touch free' and 'touch less' wash. Mixed facility (touchless + self-serve bays).","Appleton-Oshkosh, WI #2",65
Apex Car Wash,Hamburg,NY,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'Touch-Free Car Wash' multiple times. Reviews confirm touch-free system with strong water pressure, no scratching/chipping, explicit contrast with brush-based competitors.","Buffalo, NY #2",82
SolarShine Express Car Wash,Charlotte,NC,,uncertain,unknown,0.45,"Website lacks touchless language; reviews claim touchless option exists but one 1★ review alleges scratching, contradicting touchless claims.","Charlotte, NC #1",80
aFORDable Touch Free Carwash,Owego,NY,,confirmed_touchless,touchless_automatic,0.95,"Name explicitly 'Touch Free', description confirms automatic touchless with high-pressure water jets, no physical contact. Reviews reference 'touch free' and 'touchless' service.","Binghamton, NY #3",69
Spirit of America Car Wash,Naperville,IL,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly markets 'Touch-Free' and 'Rail-Free Automatic' wash. Multiple reviews confirm touchless automatic bay. One negative review about truck fit doesn't negate touchless technology. Self-serve bays also present.","Elgin, IL #3",85
Barn Car Wash,Saugus,MA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly advertises 'Touch Free 24/7' and 'touch free automatic wash' tunnel. Multiple customer reviews confirm touchless service availability at Saugus location alongside soft-touch option.","Boston, MA #3",73
Pristine Clean Car Wash,Candler,NC,,confirmed_touchless,mixed_with_touchless,0.95,"PDQ LaserWash 360 Plus confirmed touchless automatic system present. Multiple reviews explicitly mention 'touchless/laser wash' option alongside soft-touch/brush alternatives.","Asheville, NC #3",55
Soapyshell Carwash - Perry Hall,Nottingham,MD,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states two touchless automatic bays. Reviews consistently praise no-brush, touch-free operation. Self-serve bays also present but touchless automatic confirmed.","Baltimore, MD #2",76
Whale of a Wash,Albuquerque,NM,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/no-touch automated wash using water pressure. Description states touchless automated experience. No brush/cloth contact mentioned.","Albuquerque, NM #1",90
Galleria Express Car Wash,Charlotte,NC,,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states 'automatic touchless car washing — no brushes, no cloth.' Multiple reviews confirm touchless option exists with 'contactless' and 'touch less' keywords. Mixed review quality but mechanism confirmed.","Charlotte, NC #3",75
Province Car And Dog Wash,Aurora,CO,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm 3 touchless/touch-free automatic bays. Mixed facility with self-serve bays + dog wash. No brushes mentioned.","Denver, CO #3",89
EZ Carwash @ Adrian Image Center,Adrian,MI,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly confirms two touch-free automatic bays. Mixed facility with self-serve bays. One negative review mentioning brush in bay 7 is outweighed by multiple confirmations of touchless automatics.","Adrian, MI #2",71
Buster's Car Wash,Malta,NY,,uncertain,unknown,0.35,"Website claims 'high technology' & 'safe system' but lacks explicit touchless confirmation. One review explicitly reports 'big brush rolls'; another mentions scratch damage. Conflicting evidence.","Albany, NY #1; Saratoga Springs, NY #1",82
Elkton Car Wash,Elkton,MD,,confirmed_touchless,mixed_with_touchless,0.95,"Brushless/touch-free automatic bay confirmed by multiple reviews. Mixed facility also offers soft-touch & self-serve, but touchless option clearly present.","Coatesville, PA #3",79
Cooper's Carwash,Monroe,NC,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly describes Razor Edge Touchless System with zero contact, no brushes. Multiple reviews confirm touchless/touch-free automatic bay. Mixed facility (also has soft-touch option).","Charlotte, NC #2",86
Car Lovers Rio,Charlottesville,VA,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews confirm brushless/touchless automatic wash. Customers explicitly praise 'no touch,' 'brushless,' and 'touch-less' experience preventing paint scratches.","Charlottesville, VA #1",89
Bud's Car Wash,Bel Air,MD,,confirmed_touchless,mixed_with_touchless,0.98,"Four touch-free automatics confirmed. Reviews explicitly praise touchless/no-brush operation. Mixed facility with self-serve bays.","Baltimore, MD #1",76
Super Suds Car Wash & Auto Detailing,Bonita Springs,FL,,confirmed_touchless,mixed_with_touchless,0.92,"Website states 'automatic touchless car wash'; multiple reviews explicitly confirm touchless bay exists and used ($55 touchless ceramic wash, vinyl-wrap safe touchless option). Mixed facility with self-serve also present.","Fort Myers, FL #2",80
Kwik Trip,MENOMONIE,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.92,"Listing explicitly states 'touchless automatic car wash' with 24-hour self-pay access and 4.3-star rating from 418 reviews.","Eau Claire, WI #3",
Super Wash,Decatur,MI,Super Wash,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay with high-pressure water jets, no physical contact, brushless.","Decatur, MI #3",
